Review,Rating,sentiment,label
"Bright, trendy cafe with fresh squeezed ju... 04/28/2016",3.5,Positif,2
Very good option for pre-theatre or film a... 11/28/2017,4.0,Positif,2
Nice place with good food and very good se... 01/23/2017,4.0,Positif,2
You will be better off another place 01/10/2018,3.0,Neutre,1
An ok chinese to get a take away from 06/20/2015,3.0,Neutre,1
REMEMBER YOUR WALLET! 01/10/2018,3.0,Neutre,1
Simple and delicious sushi food with a fri... 03/03/2017,4.0,Positif,2
Bit of a mixed bag! 03/07/2017,3.0,Neutre,1
Nasty service 10/01/2017,2.0,Négatif,0
A favourite in Prague! 09/23/2017,2.0,Négatif,0
"Crappy food and crappy service, avoid! 07/25/2013",1.0,Négatif,0
"Fresh, Easy, Delicious 12/19/2017",4.0,Positif,2
"Recently changed mgt, much improved 03/20/2017",3.5,Positif,2
Horrible lunch 03/04/2014,2.0,Négatif,0
Worst dim sum I have ever had 10/20/2016,2.0,Négatif,0
Didn't stand out for me 10/02/2011,1.5,Négatif,0
Beyond Pathetic 08/14/2017,3.0,Neutre,1
Amazing fast food 02/13/2017,2.5,Positif,2
Overcharging and Rude 01/28/2018,2.0,Négatif,0
It is inappropriate to have Mc donalds in... 02/25/2016,3.0,Neutre,1
lunch for christmas 02/15/2017,4.5,Positif,2
"Absolutely appalling, rude staff- send you... 04/10/2016",1.0,Négatif,0
What a mealOMG 12/07/2017,4.5,Positif,2
Chinese restaurant with great food and gre... 09/14/2016,4.0,Positif,2
"Friendliest pub. Great coffee, wine and fo... 06/29/2017",4.0,Positif,2
OK only if they happen to have a music eve... 06/17/2016,2.0,Négatif,0
Restaurant gone bad 01/01/2017,4.0,Positif,2
"Disgusting Service, Average Food!! 12/06/2011",2.0,Négatif,0
"Tastefull food, nice atmosphere 08/14/2017",4.0,Positif,2
A new high for being ripped off 06/28/2017,2.0,Négatif,0
"Good location, not very good service 07/12/2017",2.0,Négatif,0
"Food is good, service not so much 11/16/2017",3.0,Neutre,1
Good Italian food - slow service 03/06/2016,3.0,Neutre,1
Typical chain bakery 07/04/2016,3.0,Neutre,1
Crete in Athens 07/14/2017,4.0,Positif,2
Citytrip 09/13/2017,3.0,Neutre,1
Nice place but .... 12/29/2017,1.5,Négatif,0
Excellent food and nice service 04/03/2017,4.5,Positif,2
A burger bar where the burgers were a disa... 11/08/2017,2.0,Négatif,0
fusion restaurant 11/08/2017,4.0,Positif,2
"Very good food, simple settings 10/16/2017",4.0,Positif,2
Playing & Eating 10/29/2017,3.0,Neutre,1
Can be very good and very bad 06/09/2013,2.0,Négatif,0
Quick Lunch after The Louvre 03/16/2017,3.0,Neutre,1
Good Polish Jewish food 12/21/2017,3.5,Positif,2
Cancellation without money back! 11/17/2017,3.0,Neutre,1
Worst! - Bunch of school kids trying their... 07/20/2016,1.0,Négatif,0
good for an easy lunch 07/17/2017,2.0,Négatif,0
Our Linner (lunch/dinner) 10/09/2016,2.0,Négatif,0
Don't eat here 06/10/2017,1.5,Négatif,0
Very cozy and homely Lounge bar 01/05/2017,4.0,Positif,2
"If you love pizza, reserve your table NOW... 12/22/2017",4.5,Positif,2
Don't bother. Really unreliable 12/25/2017,4.0,Positif,2
Nice menu choices 06/29/2014,3.0,Neutre,1
Nice Parisian restaurant 11/16/2017,3.0,Neutre,1
Munchies fix.. 08/14/2017,3.0,Neutre,1
Good for more than one visit 09/06/2017,4.0,Positif,2
Our tour of Spain 04/17/2017,2.0,Négatif,0
Interesting visit 10/20/2017,3.0,Neutre,1
"Worst service I've ever encountered, bar n... 12/09/2017",2.0,Négatif,0
Great Lebanese food in Passy. 09/14/2017,4.5,Positif,2
Good spot for a bite 12/28/2012,3.5,Positif,2
Time to kill! 11/08/2015,2.0,Négatif,0
Pastelaria and Local Favorite. 11/06/2017,5.0,Positif,2
Average but wouldn't use again 01/01/2017,1.5,Négatif,0
Lush Deli has ceased trading 04/16/2016,4.5,Positif,2
"Good, basic food and drink 11/04/2017",3.0,Neutre,1
Just another place 04/29/2017,3.0,Neutre,1
microwaved frozen food . 02/05/2008,1.0,Négatif,0
Lovely contemporary place 12/08/2017,5.0,Positif,2
Did not bring the ordered luch for one of... 06/20/2017,3.0,Neutre,1
"Brunch was ok, service was poor 05/24/2017",3.0,Neutre,1
I did not enjoy that much 12/11/2015,3.0,Neutre,1
Terrible service and bad food 05/05/2015,2.0,Négatif,0
Good location but bad service 07/12/2017,2.0,Négatif,0
Doesn't exist anymore... 05/09/2013,2.0,Négatif,0
The best sushi in Prague 11/11/2015,2.0,Négatif,0
Very Poor Organisation 07/26/2015,1.0,Négatif,0
Poor the taste 11/29/2017,3.0,Neutre,1
"Great sidedish, but protein part (meat, fi... 09/04/2017",3.0,Neutre,1
French food with a twist 10/19/2017,4.0,Positif,2
Best Indian food in Munich. 03/02/2017,5.0,Positif,2
Had no menu to show 11/01/2016,2.0,Négatif,0
Loud & Confused 05/05/2013,2.0,Négatif,0
Nothing to shout about 08/05/2012,3.0,Neutre,1
Bad food and everything else 08/22/2017,2.0,Négatif,0
Better than KFC! 06/12/2017,3.5,Positif,2
Located In A Melting Pot Of Cultures 05/23/2016,3.0,Neutre,1
Great Pizza and service. Lacking atmospher... 12/22/2014,2.0,Négatif,0
Cheap quick and pleasant Long opening hou... 11/04/2017,3.0,Neutre,1
... just dont' !!! 07/28/2015,3.0,Neutre,1
Tartare 01/30/2015,4.0,Positif,2
Totally delicious burgers with neat touche... 01/10/2016,5.0,Positif,2
Delicious and not greasy 03/27/2016,4.5,Positif,2
Disgusting slop... not like any Mexican I... 09/26/2017,1.0,Négatif,0
Czech fastfood 03/26/2016,2.0,Négatif,0
I wouldn't even give it terrible. Terrible... 09/14/2017,1.0,Négatif,0
"Terrible?no,much worst 03/17/2015",3.0,Neutre,1
Very Slow service and dirty toilets 12/23/2017,2.0,Négatif,0
Perfect Bruch/Lunch place in Mitte 11/19/2016,3.0,Neutre,1
"Nice service, poor food 02/28/2016",3.0,Neutre,1
Basic Asian food at Helsinki city centre 01/29/2017,3.0,Neutre,1
Went there 3 times in 5 day journey with t... 08/06/2017,3.5,Positif,2
Surprisingly disappointing 12/04/2015,3.0,Neutre,1
Awful awful new management 08/13/2017,1.0,Négatif,0
Very Good desserts 11/24/2017,3.0,Neutre,1
"A lot to offer, but try somewhere else 08/07/2014",1.5,Négatif,0
Clean fresh food 05/09/2017,3.0,Neutre,1
Perfect for quick and healthy lunch 09/14/2017,5.0,Positif,2
Great Burger & Beer! Good location. 11/26/2017,3.5,Positif,2
"Loved it, went on three consecutive days 10/31/2017",4.5,Positif,2
Simple breakfast/ sandwich place 07/12/2015,3.0,Neutre,1
Terrible..Careless 06/22/2017,3.0,Neutre,1
Tables stacked with dirty plates & food on... 04/04/2017,1.5,Négatif,0
Disgusting dinner 11/07/2017,1.5,Négatif,0
A small diamond 10/07/2017,4.5,Positif,2
A joke. 06/25/2015,2.0,Négatif,0
Makes a change 05/28/2014,2.0,Négatif,0
Not convincing 11/25/2017,2.0,Négatif,0
Great Italian Food & Cordially Service 01/06/2015,4.5,Positif,2
Position 09/18/2017,3.0,Neutre,1
Cool bar in the centre of Helsinki 05/31/2017,4.0,Positif,2
À short stay in Stockholm 08/11/2017,4.0,Positif,2
Good Sport Bar and Restaurant in the middl... 10/03/2017,3.0,Neutre,1
Fado night 01/23/2018,4.0,Positif,2
Great food ruined by horrible service 07/13/2017,3.0,Neutre,1
Great city hotel 11/24/2015,4.0,Positif,2
"Rude staff (well, the older blond lady) 07/20/2016",3.0,Neutre,1
Amazing pizza for reasonable price 11/27/2017,5.0,Positif,2
Affordable prices in this friendly Café 07/21/2016,3.0,Neutre,1
Nice local restuarant with ver friendly st... 09/03/2015,3.0,Neutre,1
Value added meals 04/14/2017,4.0,Positif,2
It is a sport center more than a restauran... 09/17/2015,2.5,Positif,2
A modest restaurant 05/15/2017,3.0,Neutre,1
Appealing 12/19/2017,2.0,Négatif,0
Good food and nice service 11/10/2015,3.0,Neutre,1
Nice authentic Vietnamese food 06/27/2016,4.5,Positif,2
Bad wine bad food 03/14/2014,1.5,Négatif,0
ABYSMAL 11/01/2017,3.0,Neutre,1
Best Bun Cha 07/20/2017,3.0,Neutre,1
A bit too busy 05/29/2017,3.0,Neutre,1
Pairots on the street of lIsbon 04/11/2017,2.0,Négatif,0
Brilliant Curry House. Delicious Food. Exc... 06/17/2017,3.0,Neutre,1
Hair in pizza. Rude service. Literally was... 10/18/2017,1.5,Négatif,0
Great for an aperitivo 12/16/2017,3.0,Neutre,1
Excellent fish and seasoning. 11/11/2017,3.0,Neutre,1
Nachos are just Doritos 06/03/2016,1.5,Négatif,0
Wrong location on tripadvisor 07/09/2013,3.0,Neutre,1
You get what you expect 04/07/2017,2.5,Positif,2
Famous chain of coffee shops 01/01/2017,3.0,Neutre,1
Didn't feel special 11/13/2017,3.0,Neutre,1
Getting worse 09/30/2017,4.0,Positif,2
Disappointing menu and service 09/27/2017,3.0,Neutre,1
Third Visit 11/18/2017,4.5,Positif,2
Will not be returning 03/04/2017,1.0,Négatif,0
Superb service but tough steak 03/29/2017,4.0,Positif,2
Worse sushi restaurant in London 07/15/2017,1.5,Négatif,0
Location Location that's it 05/24/2016,1.5,Négatif,0
Pleasant and relaxing in the square 09/11/2017,4.0,Positif,2
Four given it's in Belgium 07/11/2016,4.5,Positif,2
Best pizza in spain 07/25/2015,1.5,Négatif,0
mediocre thai food 11/08/2017,3.0,Neutre,1
My favourite place to have lunch 12/15/2015,3.0,Neutre,1
Highly refined cuisine 08/01/2017,4.0,Positif,2
"Very good food, great value 06/23/2017",3.0,Neutre,1
Expensive and tasteless 05/27/2017,2.0,Négatif,0
"Sometimes food is ok here, sometimes it's... 10/03/2017",2.0,Négatif,0
We were invited 07/30/2017,4.0,Positif,2
Very good cakes and coffe 10/18/2016,4.5,Positif,2
Cheap place to eat 06/29/2016,3.0,Neutre,1
"Nice honest food, service could be better 07/12/2015",3.0,Neutre,1
Plenty of Pork 01/01/2018,4.5,Positif,2
Ok but the menu reads better than it taste... 07/31/2015,2.0,Négatif,0
Bad overview of Chinese food 06/25/2017,2.0,Négatif,0
"Forget the hustle, and join the chill.... 08/24/2016",3.0,Neutre,1
Wee cosy place for breakfast 01/06/2018,4.5,Positif,2
NO delivery. 10/18/2016,2.0,Négatif,0
Baked goods 10/17/2017,3.0,Neutre,1
"Nice food, bad staff 11/02/2017",2.0,Négatif,0
Spennende! 09/04/2017,4.0,Positif,2
Very expensive for a fast food 04/02/2016,2.0,Négatif,0
"Not great, even for Subway 08/18/2015",3.0,Neutre,1
Katastrof 07/19/2014,3.0,Neutre,1
A taste of Andalucia in Madrid 03/27/2017,3.0,Neutre,1
"Good service, well prepared and tasty food 08/03/2017",3.0,Neutre,1
Terrible service but good concept 07/28/2013,2.0,Négatif,0
Great sandwich cheap 09/13/2017,4.0,Positif,2
Poor service 01/03/2016,2.0,Négatif,0
Nice atmosphere and friendly staff 01/08/2018,-1.0,Négatif,0
excellent athmosphere - friendly staff 06/16/2017,2.0,Négatif,0
Nice menu for a quick meal 06/10/2017,3.0,Neutre,1
Mmmmm....Bibimbap 06/29/2016,4.0,Positif,2
Great Vermut and Jamon but a little expens... 06/23/2017,3.0,Neutre,1
Exellent lunch buffe wiht good price 04/26/2017,3.0,Neutre,1
"The worst meal we have ever had, anywhere... 10/18/2016",1.5,Négatif,0
Best Turkish in miles! 08/23/2016,3.0,Neutre,1
Worth stopping by 03/19/2016,5.0,Positif,2
Rip off 150% gratuity 07/06/2017,2.0,Négatif,0
Fair lunch 11/09/2017,4.0,Positif,2
"Might look good on socialMedia, sucks in r... 01/10/2018",-1.0,Négatif,0
Burger nearly raw 08/24/2014,3.0,Neutre,1
Very nice płace with good meat 01/19/2013,3.0,Neutre,1
An inexpensive meal 11/25/2016,3.0,Neutre,1
"Decent food if overpriced, but absolutely... 12/13/2017",3.0,Neutre,1
Original and pleasant 06/30/2017,5.0,Positif,2
Thai Atmosphere 07/31/2017,4.5,Positif,2
WORST RESTAURANT 03/30/2016,1.0,Négatif,0
Some very good choices on the menu. 06/05/2016,3.5,Positif,2
"Food ok, if you got what you ordered! 08/14/2017",2.0,Négatif,0
Rather expensive for what you get but very... 07/18/2017,4.5,Positif,2
Poor management 12/03/2017,1.0,Négatif,0
Raw chicken 12/20/2015,3.0,Neutre,1
"Nice food, shame about the music 06/28/2012",3.0,Neutre,1
Great place with French Kosher cuisine 08/27/2015,4.0,Positif,2
Very pleasant eating experience 07/15/2016,3.5,Positif,2
A must go-to place in barcelona 09/25/2014,3.0,Neutre,1
Absolutely appalling 01/06/2018,3.0,Neutre,1
"Wonderful dinner, good value in this cozy... 10/29/2016",3.5,Positif,2
Authentic Breakfast 01/30/2017,3.0,Neutre,1
My chinese food go to 11/19/2017,3.0,Neutre,1
Lovely lakeside restaurant/pub 06/22/2014,3.5,Positif,2
"The best restaurant of this kind, 11/11/2015",3.5,Positif,2
bad food the worst coffee in a long time b... 09/27/2017,1.0,Négatif,0
"Great food, good prices and very good serv... 03/27/2015",2.0,Négatif,0
"A ""Foodie"" expedition 03/22/2017",4.0,Positif,2
good pizza and slow service 11/23/2015,3.0,Neutre,1
Good but chicken pieces on the smaller siz... 09/27/2016,3.0,Neutre,1
Worth stopping off at 07/01/2016,3.0,Neutre,1
Proper meal 04/30/2017,3.0,Neutre,1
The place I prefer for hh 10/21/2017,3.0,Neutre,1
Mediocre Fare 04/22/2017,2.0,Négatif,0
Don't visit 06/30/2017,2.0,Négatif,0
Very good value - traditional German food... 10/15/2017,3.0,Neutre,1
A good way to enjoy our love 12/24/2015,4.0,Positif,2
"Okay food, terrible service. 04/21/2015",3.0,Neutre,1
NOT live music 12/31/2017,3.0,Neutre,1
Probably the worst food we have ever taste... 04/16/2016,1.0,Négatif,0
A unique cocktail bar 12/11/2017,4.0,Positif,2
Awful service - walked out 12/27/2017,3.0,Neutre,1
Bad food. Expensive. A same meal has two d... 05/06/2016,3.0,Neutre,1
Just run away from this shop!!! 12/19/2015,1.0,Négatif,0
"Beer, single malt, service 01/28/2017",3.5,Positif,2
Average food but nice outside area good fo... 09/21/2015,2.0,Négatif,0
Scam Alert 05/13/2017,2.0,Négatif,0
NOT Top sushi - but cheap and fast 10/16/2013,2.0,Négatif,0
Spanish cuisine boosted from Sicilian touc... 09/14/2017,4.0,Positif,2
Simple but really good ! 07/05/2016,4.5,Positif,2
Cannot believe it actually tasted good 05/31/2013,2.0,Négatif,0
This is one to miss 02/12/2016,3.0,Neutre,1
DO NOT GO ! 08/20/2014,1.5,Négatif,0
Do not go! Beware. 08/02/2016,2.0,Négatif,0
Sunday Service Songs of praise 04/11/2017,3.0,Neutre,1
Go here after a palace game for a deliciou... 04/30/2017,5.0,Positif,2
Pathetic menu but great service 12/30/2017,3.0,Neutre,1
Avoid this Place at all costs 09/18/2017,2.0,Négatif,0
VERY slow service but tasty food..... 07/09/2015,2.0,Négatif,0
Unbeatable location let down by unimaginat... 05/26/2017,3.0,Neutre,1
Best Kebab in SE12 area 04/04/2015,3.0,Neutre,1
Local ingredients well prepared 11/08/2017,3.0,Neutre,1
Amal is classic and unique 05/16/2017,4.5,Positif,2
Surprisingly Good Indian Food 09/02/2017,3.5,Positif,2
AW great 08/24/2017,3.5,Positif,2
Not a nice place 08/07/2016,3.0,Neutre,1
If you have less than an hour before your... 01/19/2016,2.0,Négatif,0
Terrible!!! Don't go!!!!! 06/15/2016,2.0,Négatif,0
"Decent pint, alright for a beer 10/23/2017",3.0,Neutre,1
I wanted to go to this restaurant but it i... 05/18/2008,2.0,Négatif,0
Only one thing worse than food: service 07/07/2017,3.0,Neutre,1
Better than the usual awful train station... 12/12/2017,3.0,Neutre,1
Authentic mediterranean high quality food... 06/23/2017,4.0,Positif,2
Cool & good. Magnifico 11/15/2017,4.0,Positif,2
"Horrible place, utterly disgusting sandwic... 10/18/2011",4.0,Positif,2
An unexpected Feast 03/15/2017,4.0,Positif,2
"Rude and slow service, poor food: avoid! 12/26/2017",3.0,Neutre,1
I don't get why these places exist 04/12/2017,2.0,Négatif,0
Not for me 07/13/2016,2.0,Négatif,0
"60 th Birthday Dinner Party! AMAZING, AMAZ... 08/22/2017",3.0,Neutre,1
Skip this Restaurant 12/30/2017,1.0,Négatif,0
Decent range of tapas/raciones but average... 10/22/2017,3.0,Neutre,1
The best 35€ menu we've ever had!! 08/09/2017,5.0,Positif,2
Pizza gamble 11/17/2017,2.0,Négatif,0
Nice Lunch and Tea but a Little Pricey 06/20/2017,3.0,Neutre,1
Nice french experience 06/21/2013,3.0,Neutre,1
Rude and intimidating 01/13/2014,3.0,Neutre,1
The worse ever restaurant!!!! 09/21/2017,2.0,Négatif,0
Ouch.... 09/05/2017,2.0,Négatif,0
"Low quality sushi, not a recommended place 04/17/2017",3.0,Neutre,1
Nice pub with a inner courtyard to sit out... 08/14/2017,4.0,Positif,2
Decent food at a relatively reasonable cos... 05/21/2014,3.0,Neutre,1
An enjoyable but expensive experience 05/28/2017,3.5,Positif,2
Try the olives 05/21/2017,4.0,Positif,2
"Bad food, worst hosting 07/19/2017",3.0,Neutre,1
One to avoid 08/15/2008,1.5,Négatif,0
"Nice crust, ,but sparse toppings 08/25/2017",3.0,Neutre,1
Great shawarma 05/13/2017,4.5,Positif,2
An Alfama Treasure 02/12/2018,4.5,Positif,2
Microscopic but more than excellent kitche... 10/19/2016,4.0,Positif,2
Very smart coffee house in excellent book... 12/12/2017,4.5,Positif,2
Needs improvement 11/12/2014,2.0,Négatif,0
September is where it’s at! 10/02/2012,3.0,Neutre,1
So wished we were hungry! 08/08/2017,2.0,Négatif,0
OMG - it was soooo expensive! 12/29/2017,2.0,Négatif,0
Summer garden for a very quick stop 01/25/2017,1.5,Négatif,0
I've had better 01/30/2013,2.0,Négatif,0
Short stop for wine 02/10/2017,4.5,Positif,2
Only visited once 11/21/2014,1.5,Négatif,0
The most delicious Cullen Skink we have ev... 11/19/2017,3.0,Neutre,1
Bad Service Customers 09/05/2017,3.0,Neutre,1
Great restaurant for tapas and pinxtos 08/16/2017,3.0,Neutre,1
Good take-a-way 03/21/2017,2.5,Positif,2
Best pisco sour in town & awesome ceviche 01/08/2018,-1.0,Négatif,0
What happened to this restaurant? 06/17/2015,3.5,Positif,2
Don't touch this place 04/13/2017,2.0,Négatif,0
Delicious ramen soup 11/14/2017,4.0,Positif,2
Looks good but does not deliver 08/16/2017,3.0,Neutre,1
Brilliant but pizza bland. 11/17/2017,4.0,Positif,2
British Breakfast 06/24/2016,3.0,Neutre,1
"Average brunch, not really good value for... 02/05/2017",2.0,Négatif,0
Local gem in Madrid 04/15/2017,2.0,Négatif,0
Much better than it looks 08/12/2017,4.5,Positif,2
"Run down, but friendly 11/11/2017",3.0,Neutre,1
Perpetuates the stereotype 09/28/2017,3.0,Neutre,1
Valentine's Day 02/19/2017,3.5,Positif,2
"Nice interior, food a disappointment 05/28/2017",2.0,Négatif,0
Large portion of fried chicken is ONE smal... 04/04/2017,1.0,Négatif,0
The worst bar in Madrid? 12/19/2015,3.0,Neutre,1
The most disgusting food ever!!! 01/24/2018,1.5,Négatif,0
Convenient and quiet 01/15/2014,3.0,Neutre,1
Quiet night? 08/07/2017,4.0,Positif,2
Tasty champagne brunch buffet on Saturdays 09/24/2017,3.0,Neutre,1
Different - but good 04/03/2013,3.0,Neutre,1
"Good Chilled Jazz and quality ham, cheese... 11/20/2014",4.0,Positif,2
Dont go here if you want to have fun 12/23/2017,1.0,Négatif,0
Worst restaurant in the world - avoid 02/18/2016,2.0,Négatif,0
Poisoned or fake vodka!! Ended up in hospi... 02/22/2015,3.0,Neutre,1
One word - Disappointing 05/11/2017,2.0,Négatif,0
"Bad service, very bad sangria 07/09/2014",2.0,Négatif,0
Was afraid to eat the Sushi 09/11/2015,3.0,Neutre,1
Lucy waitress fantastic but poor restauran... 01/28/2017,2.0,Négatif,0
Be prepared to wait 08/26/2016,3.0,Neutre,1
Not bad at all but the place lacks atmosph... 12/21/2016,4.0,Positif,2
Never visit this place! 12/26/2017,1.0,Négatif,0
Before night club 04/17/2017,3.0,Neutre,1
Depends on chef 08/09/2016,1.5,Négatif,0
Tasty sushi 02/10/2015,3.5,Positif,2
A nice breakfast point 12/23/2016,3.0,Neutre,1
Dreadful lack of food hygiene 11/06/2017,1.0,Négatif,0
Cheap and plentiful 08/24/2017,3.0,Neutre,1
"Business lunch, excellent efficient friend... 04/14/2017",4.5,Positif,2
If you love meat 04/17/2017,3.0,Neutre,1
Attention! 06/24/2017,3.5,Positif,2
A place that hates its guests 08/10/2016,3.0,Neutre,1
A beautiful and typical place 10/02/2017,4.0,Positif,2
"Great view, weak coffee, stale croissant... 07/12/2017",1.0,Négatif,0
Nice terrace to enjoy a drink 10/07/2017,3.0,Neutre,1
As a French I am ashamed that tourist coul... 12/26/2017,2.0,Négatif,0
Favorite craft beer bar in Madrid 12/01/2017,4.5,Positif,2
good Bellini 11/03/2017,2.5,Positif,2
Not ok 12/05/2015,1.5,Négatif,0
Distinguished Food Experience 12/23/2017,4.5,Positif,2
What a disaster ! 02/05/2017,3.0,Neutre,1
Altrove ? in Sicilia ! 09/24/2016,4.5,Positif,2
Avoid at all cost 12/11/2017,2.0,Négatif,0
A bit overrated place with nice view 10/19/2017,3.0,Neutre,1
"ONLY FOR LISTEN TO FADO, NOT TO EAT 11/07/2017",2.0,Négatif,0
Worst ever KFC 05/04/2017,1.5,Négatif,0
"Hostile, crowded, loud and expensive 03/23/2012",1.5,Négatif,0
Worst i had 10/14/2016,3.0,Neutre,1
Delicious and flavorful Burgers 12/12/2017,3.0,Neutre,1
Dismal service and attitude. Food low aver... 08/10/2017,4.0,Positif,2
A must of your visit of Les Halles 03/30/2016,2.0,Négatif,0
Buffet deliciousness 07/16/2017,3.5,Positif,2
"Great create-your-own salad, and the staff... 01/01/2017",2.0,Négatif,0
Pretty bad 07/07/2015,2.0,Négatif,0
A good hearty meal 11/04/2014,4.5,Positif,2
"Great, missing one big detail 01/07/2018",4.0,Positif,2
Maybe we made poor choices but I think not... 07/11/2017,2.0,Négatif,0
A place as a garbage 07/03/2017,1.0,Négatif,0
Authentic and great service 08/17/2015,4.0,Positif,2
"Very good, friendly, fast 02/04/2018",4.5,Positif,2
SUPERMARKET FOOD! 06/19/2017,2.0,Négatif,0
Waste of Stomach Space 12/04/2017,1.0,Négatif,0
"I know it was Christmas eve, but a smile w... 12/31/2017",2.0,Négatif,0
Food nice but place is filthy 10/10/2017,1.0,Négatif,0
Lovely burgerplace 11/20/2015,4.0,Positif,2
"warm beer, cold food 08/17/2012",1.5,Négatif,0
Disappointing take away food 10/14/2017,3.5,Positif,2
Wonderful Food. A little gem of a place! 11/30/2017,4.5,Positif,2
Asturias in Madrid 08/10/2017,3.0,Neutre,1
Gastro pub/Sports bar (TVS on walls) 04/17/2017,3.0,Neutre,1
Ripped off! 08/24/2013,2.0,Négatif,0
Decent bar 07/19/2014,2.0,Négatif,0
"Remodel, but still a classic 11/19/2017",5.0,Positif,2
Mas o menos 03/25/2017,3.0,Neutre,1
Beautiful old building 01/25/2015,3.5,Positif,2
"Finally, a good pizza! 06/21/2017",2.0,Négatif,0
Cold food shop is rude 11/08/2017,2.0,Négatif,0
Rubber cocktail 11/08/2013,1.5,Négatif,0
A nice snack 09/28/2016,1.5,Négatif,0
New Year drinks. 01/01/2018,4.0,Positif,2
Do not use these (burnt n cold) 12/20/2014,1.0,Négatif,0
Decent meals 09/24/2017,3.5,Positif,2
A BAD PLACE 08/23/2017,2.0,Négatif,0
"After work drinks, before heading out for... 08/13/2015",3.5,Positif,2
great place for coffee and a snack 09/06/2017,3.0,Neutre,1
Lovely lunch at Checchino 11/03/2017,3.5,Positif,2
"Good food, cosy atmosphere 02/09/2016",4.5,Positif,2
Poor communication was just the beginning. 10/04/2017,3.0,Neutre,1
Not convinced 12/04/2011,3.0,Neutre,1
Authentic and unpretentious affordable fis... 06/06/2017,3.0,Neutre,1
Just close to the arc 06/17/2017,1.0,Négatif,0
"Delicious Mekong Soup, fresh Papaya Salat... 08/30/2017",4.0,Positif,2
The best falafels 11/11/2017,4.5,Positif,2
Peeeeeerfect 05/12/2017,3.0,Neutre,1
"Good, authentic, Thai and Chinese food! 10/19/2017",3.0,Neutre,1
Worst cocktail bar ever! 12/31/2017,3.0,Neutre,1
"It WAS good.... as, in the past! 10/10/2016",3.0,Neutre,1
A very good Fried chicken place. 'Maybe' b... 03/29/2016,3.0,Neutre,1
bad tastes 04/16/2017,2.0,Négatif,0
SCAM - Beware they will bully you into pay... 08/29/2014,1.5,Négatif,0
Nice food with excellent views 09/01/2016,3.0,Neutre,1
excellent cafe bar in the Marais 06/03/2016,3.5,Positif,2
"Popular cafe, especially with Arabic commu... 06/03/2016",2.0,Négatif,0
"Sometimes the small places, are the true w... 11/26/2015",3.0,Neutre,1
"Awful pasta, low quality of ingredients 07/12/2017",2.0,Négatif,0
Nightmare of Italian cuisine! 12/16/2017,3.0,Neutre,1
Do not use if you need reliable service an... 06/16/2014,1.0,Négatif,0
Traditional restaurant off plaza mayor 03/25/2017,3.0,Neutre,1
Eeeeeeeeeew!!!! 02/26/2017,1.5,Négatif,0
Delicious! Worth every euro! 05/01/2016,3.0,Neutre,1
The outside deceits you 11/23/2011,2.0,Négatif,0
"Gross, overpriced and aggressive 04/05/2016",1.5,Négatif,0
Great place to eat after the play 02/20/2016,4.0,Positif,2
Great food in authentic surroundings 01/27/2017,4.0,Positif,2
Decent restaurant 11/12/2017,3.0,Neutre,1
Typical american style dishes 03/17/2017,3.0,Neutre,1
Great Thai in Luxembourg 11/15/2017,4.5,Positif,2
"Okay food, fast service but lasagne was sm... 12/30/2017",3.5,Positif,2
The worst place in whole austria 12/09/2017,1.5,Négatif,0
Never coming back 09/13/2014,3.0,Neutre,1
"Decent food, good location, very slow serv... 08/09/2017",3.0,Neutre,1
Great food - service slow 08/26/2015,4.0,Positif,2
"The name tells it, fantastic sushi 06/30/2017",5.0,Positif,2
Service much improved 05/31/2017,4.0,Positif,2
"""Superb and excellient food ever"" 08/05/2017",3.0,Neutre,1
"Good quality, modern sitting, considerably... 09/30/2015",4.0,Positif,2
Surely bad reviews will make a place want... 02/20/2018,2.0,Négatif,0
Soso 10/15/2015,3.0,Neutre,1
Good Italian food in a pleasant setting 03/28/2016,3.0,Neutre,1
Succulent Milanese Tradition 10/29/2016,5.0,Positif,2
Food pretty gross!!! 07/28/2017,2.0,Négatif,0
"Nice location, food not amazing... 04/20/2017",3.0,Neutre,1
if this is Mexican food I have a bridge to... 12/22/2011,2.0,Négatif,0
Tuesday night Italian in France 02/03/2016,3.0,Neutre,1
Not bad for a mall 03/11/2017,3.5,Positif,2
Nice place with great drinks 06/26/2017,3.0,Neutre,1
A la carte 05/26/2015,1.5,Négatif,0
Drivers make your pizza all mess up and ma... 05/28/2016,2.0,Négatif,0
Now Open on Sunday Afternoons 03/26/2017,4.5,Positif,2
Nice food if you won't mind waiting 2.5 ho... 11/29/2017,1.0,Négatif,0
Open from early morning even on New Year 01/07/2018,5.0,Positif,2
"Avoid at all costs, made us sick, terribly... 12/07/2009",3.0,Neutre,1
"Good, Normal, Bad 07/06/2016",4.0,Positif,2
Love the Croissants 05/12/2016,3.5,Positif,2
Anh Do has changed ownership to Mien Tay... 02/05/2016,4.0,Positif,2
The best veggie burger ever! 11/05/2017,4.0,Positif,2
Very nice atmosphere and gorgious food 04/20/2016,4.0,Positif,2
Taste of Austria in Rome 01/10/2016,3.0,Neutre,1
"Nop, not eatable 11/26/2016",1.5,Négatif,0
Super cool nightclub 07/31/2017,2.0,Négatif,0
Nice pies 07/19/2013,3.0,Neutre,1
American Options 03/21/2017,3.0,Neutre,1
Don't Go Near 08/19/2015,2.0,Négatif,0
